KEY,de-DE
imgladyouseeitthatway*matteroffact^ivegotadropshuttleonthewaytoyourlocationrightnow*newlinenewlineirealizethatyourcompanygottheshortendofthestickinthissituation^soivegotalittlepeaceofferingforyou*sortofaconsolationprizeforthelosingside*,Schön dass Sie das so sehen. Es ist sogar gerade ein Shuttle unterwegs zu Ihrem Standort.\n\nMir ist klar dass Ihre Einheit in dieser Situation den Kürzeren gezogen hat darum habe ich ein Friedensangebot für Sie. Eine Art Trostpreis für die Verlierer.
imgoingtobehonestwithyou^ed*youcomeoffasacompleteamateur^andanuntrustworthyoneatthat*sothatsgonnabeanofromme*,Ich will ehrlich mit Ihnen sein Ed. Sie sind ein vollkommener Anfänger und unzuverlässig noch dazu. Darum gibt es von mir ein klares Nein.
imgoingtobehonestwithyou^ladygallas*ihadtowadethroughaseaofbloodtoreachitrom*myarmyiswar-wearyandoutgunned^andthereachisonthevergeofbeingoverrun*newlinenewlineourcontinuedsurvivalisanythingbutcertain^soifyouhaveinformationthatcouldhurtthedirectorate^ineedyoutoshareitwithme*,Ich möchte ehrlich mit Ihnen sein Lady Gallas. Um Itrom zu erreichen musste ich durch ein Meer aus Blut waten. Meine Armee ist kriegsmüde und waffentechnisch unterlegen und der Sektor könnte jeden Augenblick überrannt werden.\n\nUnser weiteres Überleben ist alles andere als gesichert. Sollten Sie also über Informationen verfügen die dem Direktorat schaden könnten brauche ich diese.
imgoingtogohavealoudconversationwiththeisfrep^andthenimgoingtohaveastiffdrink*,Ich werde eine laute Unterhaltung mit meinem Kontakt bei der ISA zu führen haben und danach bin ich reif für einen starken Drink.
imgoingtomissthis^rajutheclarityofpurposethatifeelinthecockpitofabattlemech*thesimplicityofit*buttheretheyare^justupaheadthecitygates^andmyfuture^alllaidoutbeforeme*,Das werde ich vermissen Raju ... mir über meine Bestimmung klar zu sein wenn ich im Cockpit eines BattleMechs sitze. Die Unkompliziertheit. Aber dort direkt vor uns liegen die Stadttore ... und meine Zukunft.
imgoingtopretendididntseethis^butifigetanyradishesthrownatmyhead^illsuddenlyrememberwhenitstimeformold-cleaningduty*newlinenewlinebarelyminutesafteryoudepart^criesofdespairfromacrossthemesshalltellyouthatthecatapulthasalreadyfallenapart*newlinenewlinerememberingyourownspoon-catapultdays^itoccurstoyouthatthecookcouldusearaise*,Ich werde so tun als hätte ich das hier nicht gesehen aber sollte mir auch nur ein einziges Radieschen an den Kopf fliegen werde ich mich plötzlich daran erinnern wie wichtig es ist das ganze Schiff mal von oben bis unten gründlich zu reinigen.""\n\nWenige Minuten nachdem du gegangen bist verrät dir ein verzweifeltes Schluchzen dass das Katapult bereits zusammengebrochen ist.\n\nDu erinnerst dich an die Zeit zurück als du selbst noch Löffelkatapulte gebaut hast und dir kommt der Gedanke dem Koch eine Gehaltserhöhung zu geben.
imgoingtopretendididntseethis^butifigetanyradishesthrownatmyhead^illsuddenlyrememberwhenitstimeformold-cleaningduty*newlinenewlinebarelyminutesafteryoudepart^youhearcriesofwatchoutandasplatnearthedoorway*dariusstandsintheentrance^scanningtheroomfortheguiltyparties*thepileofdrynoodlesdoesverylittleforplausibledeniability*,Ich werde so tun als hätte ich das hier nicht gesehen aber sollte mir auch nur ein einziges Radieschen an den Kopf fliegen werde ich mich plötzlich daran erinnern wie wichtig es ist das ganze Schiff mal von oben bis unten gründlich zu reinigen.""\n\nWenige Minuten nachdem du gegangen bist ruft jemand ""Aufpassen!"" und kurz darauf hörst du ein <i>Klatschen</i> aus der Nähe der Tür. Darius steht im Eingang und sucht den Raum nach den Schuldigen ab. Der Haufen aus getrockneten Nudeln ist für ein plausibles Abstreiten nicht gerade hilfreich.
imgonnagogetoneofthebaysreadyrightnow*newlinenewlineuh^thatiswithyourpermission^commander*,Ich werde <i>sofort</i> ein Wartungsgerüst vorbereiten.\n\nÄhm also wenn das für Sie in Ordnung ist Commander.
imgonnaneedsomeclarificationonthat^doctor*,Ich habe hier einen kleinen Klärungsbedarf Doktor.
imguessingouremployersknowthatahammerblowiscoming^sowellexpectedtotakethebruntoftheattackuntiltheirreinforcementsarriveonthefield*,Ich schätze mal unsere Auftraggeber wissen dass sie in der Klemme stecken weshalb sie von uns erwarten das Schlimmste abzufangen bis ihre Verstärkung eintrifft.
imguessingthatdidntgothewayyoudhoped?shame*,Ich schätze mal das lief nicht so wie Sie sich erhofft hatten? Schade.
imguessingthatinsurancepolicylooksalotmoreattractivenow*,Ich schätze mal die Versicherungspolice wirkt auf einmal viel interessanter.
imguessingtheresaleakinouremployerssecurity*imcallingthisone^commander*,Bei unserem Auftraggeber gibt es wohl eine Sicherheitslücke. Ich breche die Operation ab Commander.
imguessingtheseciviliansaresomekindofcovertoperatives^forthismuchmetaltobeputonthefieldtoextractthem*,Ich gehe mal davon aus dass diese ""Zivilisten"" wohl irgendwelche Geheimagenten sind wenn soviel Metall aufs Spiel gesetzt wird um sie da rauszuholen.
imguessingthetechnologyissomebrokenpieceofscrap^but{team_emp*factiondef*name}iswillingtopaytorecoverit*wegoinandgetoutbeforetheyevenknowwhathitthem*,Ich gehe davon aus dass es sich bei dieser 'Technologie' um irgendwelchen Schrott handelt aber {TEAM_EMP.FactionDef.Name} bezahlt für die Bergung. Wir gehen rein und verschwinden wieder bevor die wissen was passiert ist.
imguessingyouhaventbeenabletoconfirmthatcontractsincethen*,Ich nehme mal an Sie konnten den Auftrag seitdem nicht verifizieren.
imhappytoseeyouagain^{commander*callsign}*orshouldisaycommander?newlinenewlineyouvedonewellforyourself*theoldmanwouldbepleased*,Es freut mich Sie wiederzusehen {COMMANDER.Callsign}. Oder ... sollte ich Sie ""Commander"" nennen?\n\nSie haben sich gut geschlagen. Der alte Mann wäre erfreut.
imhavingagreatday^commander*youknowwhy?ijustgotthelatestlogisticsdatafromourfriendsdownon{tgt_system*name}*turnsoutthatthe{team_tar*factiondef*demonym}basewheretheykeepallthestufftheyreplanningtoshipoffplanet?itsgoingtobefullofsomeextremelyvaluablecargo*thingswedliketogetourhandson*youcapturethebase^welllootit^andwellbothgetpaid*,Heute ist ein wundervoller Tag Commander. Wollen Sie wissen warum? Ich habe gerade die neuesten Logistikdaten unserer Freunde auf {TGT_SYSTEM.name} erhalten. Diese Basis {TEAM_TAR.FactionDef.Demonym} in der alle Waren für den Export vom Planeten gelagert werden wird mit extrem wertvoller Fracht gefüllt sein. Die würden wir uns nur zu gern unter den Nagel reißen. Sie nehmen die Basis ein wir plündern sie - und wir alle profitieren davon.
imheadedinfastandlow^commander*thelzishot^sodontkeepmewaiting*,Ich komme tief und schnell angeflogen Commander. Die LZ ist umkämpft also lassen Sie mich nicht warten.
imhere^meyer*andimreadytomakeyouregreteversettingfootonprimus*yourejustthelatestinalonglineofmybrothershiredkillers*youwannaknowwhathappenedtothem?,Ich bin hier Meyer. Und ich werde dafür sorgen dass Sie es bereuen jemals Fuß auf Primus gesetzt zu haben. Sie sind nur einer von vielen Killern die mein Bruder auf mich angesetzt hat. Wollen Sie wissen wie es Ihren Vorgängern ergangen ist?
imhereforyou^victoria*andthejusticeofhousearanorideswithme*,Ich bin <i>deinetwegen</i> hier Victoria. Und die Gerechtigkeit von Haus Arano ist an meiner Seite.
iminboundtothelz^commander*getyourpeopleoverthereforpickup*,Befinde mich im Anflug auf die LZ Commander. Schaffen Sie Ihre Leute zur Evakuierung dorthin.
imjustgladthatyouandyangarestillalive*isheholdingupokay?,Ich bin einfach nur froh dass Sie und Yang noch am Leben sind. Schlägt er sich einigermaßen?
imkidding!imkidding*letswrecksomestuff*,Ich mach nur Spaß! Nur ein Spaß. Nehmen wir sie auseinander.
imlandingateamoftechniciansatyourlocation^commander*theyllpullbattlefieldintelligencefromtheobservationpostscomputersaftertheaoisclear*,Ich setze ein Technikerteam an Ihrem Standort ab Commander. Sie werden die Informationen aus den Computern des Observierungspostens extrahieren sobald Sie das Einsatzgebiet gesichert haben.
imlistening*,Ich höre.
imlistening^youknow*donttalkaboutmelikeimnotevenhere!,Ich <i>höre zu</i> wissen Sie? Reden Sie nicht über mich als wäre ich gar nicht hier!
imlookingforwardtoseeingthismechinaction*,Ich freue mich schon darauf diesen Mech in Aktion zu erleben.
immarkingtheevidencewithmypersonalsealandsendingittothetauriangovernment*whentheyrespond^wellfindoutwhetherallofthiswasworthit*newlinenewlineinthemeantime^weneedtofocusongettinglordmadeiraback*,Ich werde das Beweismaterial mit meinem persönlichen Siegel versehen und es an die taurianische Regierung senden. Wenn sie antworten werden wir herausfinden ob es das alles wert war.\n\nBis dahin müssen wir uns darauf konzentrieren Lord Madeira zu retten.
immarkingtheirdestination*itsagoodbetitsmorereinforcements*thisjustkeepsgettingbetterandbetter^doesntit?,Ich markiere ihr Ziel. Wir können wohl davon ausgehen dass es sich um weitere Verstärkungen handelt. Das wird immer besser und besser nicht wahr?
immorbidlycurioustoseehowfaryoutakethis^meyer*,Ich würde wirklich nur zu gerne wissen wie weit Sie damit gehen werden Meyer.
imnogreatloverofbloodshed^mr*oliveira*butneitheramisqueamishaboutitsnecessity*newlinenewlinetruthbetold^thiscallwasformyownbenefit*ihateorderingthedeathsofpeopleihaventlookedintheeye*itfeelssoimpersonal*,Ich bin kein großer Fan von Blutvergießen Mr. Oliveira. Aber ich bin auch nicht zimperlich was seine Notwendigkeit anbelangt.\n\nEhrlich gesagt war dieser Anruf für mich. Ich hasse es den Tod von Leuten zu befehlen denen ich nicht in die Augen geschaut habe. Das fühlt sich so ... <i>unpersönlich</i> an.
imnogreatloverofbloodshed^mr*oliveira*butneitheramisqueamishaboutitsnecessity*newlinenewlinewhenmymercenariesarefinishedwithyou^illseethatyouregivenaproperburial*asignofrespectfromonebusinesspersontoanother*,Ich bin kein großer Fan von Blutvergießen Mr. Oliveira. Aber ich bin auch nicht zimperlich was dessen Notwendigkeit anbelangt.\n\nWenn meine Söldner mit Ihnen fertig sind werde ich dafür sorgen dass Sie ein ordentliches Begräbnis erhalten. Betrachten Sie es als Geste des Respekts zwischen Geschäftsleuten.
imnolongertrackingalpha!eliminateenemyunitsthatcouldbecloseenoughtojamthetransmittoouremployer^transmitshouldcontinueonceyoudo*,Keine Verbindung mehr zu Alpha! Schalten Sie die feindlichen Einheiten aus die nahe genug am Sender sind um die Übertragung zu unserem Auftraggeber zu stören. Danach sollte die Übertragung weitergehen.
imnomoreeagerforunnecessarybloodshedthanyouare^{commander*callsign}*ihopethatyouknowmewellenoughtorecognizethat*newlinenewlineifwecanraisethenewgrangeonthecomms^iwillofferhercaptainachancetosurrender*idrathertakeprisonersthanfillgravesthereachhasseentoomuchdeathalready*,Ich bin genauso wenig wie Sie daran interessiert unschuldiges Blut zu vergießen {COMMANDER.Callsign}. Ich hoffe Sie kennen mich gut genug um das zu wissen.\n\nWenn wir die <i>Newgrange</i> über Funk erreichen können werde ich ihrem Captain die Chance zur Kapitulation geben. Ich nehme lieber Gefangene als Gräber zu füllen ... der Sektor hat schon zu viele Tote gesehen.
imnostrangertolossmyself*,Auch ich musste schon einige Verluste hinnehmen.
imnotcertainthatthepeopleherewillevertrulybefree*newlinenewlinetakeagood^longlookintotheeyesofanyoftheseprisoners*doyouknowwhatyoullsee?myuncleslegacyawoundthatwillneverheal*newlinenewlineiddoanythingtosparethesepoorsoulsthehurtthathecaused^buticant*,Ich weiß nicht ob die Leute hier jemals wirklich frei sein werden.\n\nBlicken Sie nur einmal einem dieser Häftlinge tief in die Augen. Wissen Sie was sie dort sehen werden? Das Vermächtnis meines Onkels ... eine Wunde die niemals heilen wird.\n\nIch würde alles dafür tun um diesen armen Seelen die Schmerzen zu ersparen die er verursacht hat. Aber das kann ich leider nicht.
imnotcomfortablewithhowlittleinformationwehaveabouttheenemyforces^commander*,Ich bin nicht erfreut darüber wie wenig Informationen wir über die feindlichen Streitkräfte haben Commander.
imnotdetectinganymorehostilesinthearea*youcanextactnowifyouwish;ouremployerhasreinforcementsonstandbythatcanrelieveyou*,Ich kann keine weiteren feindlichen Einheiten im Gebiet erfassen. Sie können jetzt evakuieren wenn Sie wollen. Unser Auftraggeber hat Einheiten bereitstehen die Sie ablösen können.
imnotexcitedabouttakingonsomeonewiththeprofessionalsreputationwithanunder-strengthlance^butatleastwellhavetheelementofsurprise*,Ich freue mich nicht darauf jemanden mit dem Ruf des Profis mit einer geschwächten Lanze anzugreifen aber wenigstens haben wir das Überraschungsmoment.
imnotexpectingalotofdefenders^commander^buttherearelikelytobeturrets*theresabonusifwewipeoutthebasegarrisonaswell;thatsyourcall^asthesituationonthegrounddevelops*,Ich rechne nicht mit viel Gegenwehr Commander sie werden aber wahrscheinlich Geschütztürme haben. Wenn wir die Basisgarnison vernichten winkt ein Bonus. Die Entscheidung liegt bei Ihnen je nachdem wie sich die Sache entwickelt.
imnotgettinginrangeofthatthingsguns^commander*moveupto***here*youshouldbeabletospotthetarget*,Ich werde nicht in Reichweite der Kanonen dieses Dings gehen Commander. Begeben Sie sich ... hierhin. Sie sollten das Ziel sehen können.
imnotgivingupmypaydaysoyoucandrinkyourselftodeathinafrontierbar*allardpaidmetodealwithyou^andthatswhatimgonnado*,Ich verzichte nicht auf meine Bezahlung damit Sie sich in einer schäbigen Kneipe zu Tode saufen können. Allard hat mich bezahlt Sie auszuschalten und genau das werde ich auch tun.
imnotgoingtobenegotiatedwithinahallway^[[scn_mw^{scn_mw*callsign}*wellreviewourfinancesattheendofthemonth^likewealwaysdo*newlinenewline[[tgt_mw^{tgt_mw*callsign}putsahandontheothermechwarriorsshoulder^silencingwhateverunwisethoughtwasworkingitswaythrough{scn_mw*callsign}sheadto{scn_mw*det}mouth*newlinenewlinesatisfiedthatthisdiscussionisover^youcontinuedownthehallwayandtheymakewayforyou*youcallbackoveryourshoulder^proveyourselfonthebattlefield*thatshowyougetpaid*,Ich werde nicht im Korridor mit Ihnen verhandeln [[SCN_MW{SCN_MW.Callsign}]]. Wir werden unser Budget am Monatsende prüfen genau wie immer.""\n\n[[TGT_MW{TGT_MW.Callsign}]] legt {SCN_MW.Callsign} die Hand auf die Schulter und verhindert so dass {SCN_MW.SUBJ} etwas sagt das {SCN_MW.SUBJ} später bereuen würde.\n\nDu bist froh diese Diskussion hinter dir zu haben. Die beiden treten zur Seite und du schreitest den Korridor entlang. Dann rufst du ihnen über die Schulter zu: ""Beweisen Sie sich auf dem Schlachtfeld. So verdienen Sie Ihr Geld.""
imnothappywiththis^boss*itcouldhavebeenworse^butletsnottakecontractswhereyouusemymechsaspunchingbags?,Das hat mir nicht gefallen Boss. Es hätte schlimmer sein können aber können wir bitte keine Aufträge annehmen bei denen meine Mechs den Sandsack spielen sollen?
imnotheretotalkwithyou^uncle*imheretodemandyoursurrender*,Ich bin nicht hier um mit dir zu plaudern Onkel. Ich bin hier um deine Kapitulation zu fordern.
imnotreallysurewhatatargetzoneis***,Ich weiß nicht wirklich was eine Zielzone ist ...
imnotseeinganymorehostilesinthearea*lookslikeacleansweep^boss*,Ich kann keine weiteren Feinde mehr im Gebiet sehen. Sieht alles sauber aus Boss.
imnotseeinganymoremechsignatures^atleast^sothatsmoneyinthebank*,Ich sehe wenigstens keine Mech-Signaturen mehr das ist schon mal sicher verdientes Geld.
imnotseeinganyturretpowersignaturescomingfromthefacility*,Ich kann keine Energiesignaturen von den Geschütztürmen in der Basis erkennen.
imnotsosure*,Ich bin mir nicht so sicher.
imnotsurehowyoupulledthatoff^commander^butwelldone*drinksareonmetonight;letsgetoutofhere*,Keine Ahnung wie Sie das hingekriegt haben Commander aber gute Arbeit. Die Drinks gehen heute Abend auf mich. Verschwinden wir von hier.
imnotsureiliketheideaofplayingbabysittertoabunchofregulars^commander^butiliketheideaofbeingoutgunnedevenless*,Ich bin jetzt kein Fan davon auf ein paar Berufssoldaten aufzupassen Commander aber waffentechnisch unterlegen zu sein klingt noch schlimmer.
imnotsureinecessarilyfollowtheisfslogichere^commander^butwerebeingpaidtoshootthepeopletheytellustoshoot*,Ich weiß nicht ob ich der Logik der ISA hier so ganz folgen würde Commander aber wir werden dafür bezahlt die Leute zu erschießen die sie erschossen haben wollen.
imnotsuretheoutcomewillbewhattheywant^butidontspecializeininterstellarpolitics*itsoundslikeadeclarationofwartomesobepreparedformorethanalittleresistance*,Ich fürchte das Resultat könnte ihnen nicht so recht gefallen aber interstellare Politik ist nun mal nicht mein Fachgebiet. Für mich klingt das nach einer Kriegserklärung machen Sie sich also auf starken Widerstand gefasst.
